"authority","o-th2-/-r","ohr","","949",""
"soft","s2-o-f-t","soft","","950",""
"bit","b-e-t","bet","","951",""
"chair","ch-a2","ca","","952",""
"cry","k-r-i","kri","","953",""
"hot","^-h-\-o-t","hot","","954",""
"named","n-a-/-t","nat","","957",""
"summer","s2-m-e2","sme","","958",""
"afternoon","a-f-n-u-n","afnun","","959",""
"allow","a-l","al","","960",""
"passage","p-a-s-j","pasj","","962",""
"music","m-u-s2-e-k","musek","","963",""
"soldiers","s2-o-l-j-ye2","soljye","","965",""
"required","r-k-i-/-t","rkit","","966",""
"picture","p-k-t-r","pktr","","967",""
"simply","s2-e-m-p-e","sempe","","968",""
"pleasant","pl-e-s","ples","","969",""
"fixed","f-e-x-t","fext","","970",""
"permission","p-r-m-sh","prmz","","971",""
"speech","s-p","sp","","972",""
"marriage","m-a-r-j","marj","","973",""
"study","s2-td-e","stde","","974",""
"race","r-a-s","ras","","975",""
"religious","r-e-l-e-j-u-s","relejus","","976",""
"west","u","u","","977",""
"ill","e-l","el","","982",""
"official","o-sh-l","ozl","","984",""
"houses","^-h-\-u-s-s","huss","","985",""
"distribute","d-s-/-b","dsb","","986",""
"spent","s-jnt","sjnt","","987",""
"ladies","l-a-d-e-s","lades","","989",""
"leaves","l-e-v-s2","levs","","990",""
"justice","j-u-s-s","juss","","991",""
"trust","t-r-s","trs","","993",""
"break","br-a-k","brak","","994",""
"equal","e-k-l","ekl","","995",""
"eat","e-t","et","","996",""
"north","n-o-th","noh","","997",""
"killed","k-e-ld","keld","","999",""
"threw","th-r-u","hru","","1000",""
"physical","f-e-s-/-k","fesk","","1001",""
"religion","r-e-l-e-j-n","relejn","","1002",""
"watch","u-o-ch","uoc","","1004",""
"understood","u-/-s2-t-u","ustu","","1005",""
"forget","f-g-e-t","fget","","1006",""
"instant","n-s","ns","","1008",""
"ordered","o-d-/-t","odt","","1009",""
"middle","m-e-d-l","medl","","1011",""
"looks","l-u-s","lus","","1012",""
"sin","s2-e-n","sen","","1013",""
"success","s2-u-k","suk","","1015",""
"built","bl","bl","","1016",""
"fortune","f-tn","ftn","","1020",""
"spite","s-p-i-t","spit","","1021",""
"wise","u-i-s","uis","","1022",""
"moral","m-o-r-l","morl","","1024",""
"plan","pl-a-n","plan","","1029",""
"touch","t-ch","tc","","1031",""
"closed","k-l-o-s2-d","klosd","","1032",""
"rise","r-i-s","ris","","1034",""
"social","s2-o-sh","soz","","1036",""
"higher","^-h-\-i-r","hir","","1037",""
"rate","r-a-t","rat","","1038",""
"garden","g-a2-tn","gatn","","1039",""
"changed","ch-/-t","ct","","1040",""
"corner","k-o-n-e2","kone","","1041",""
"island","i-l-a-nt","ilant","","1046",""
"spring","s-p-r-e-ng","spreg","","1047",""
"offer","o-f","of","","1048",""
"pain","p-a-n","pan","","1049",""
"wood","u-u-d","uud","","1050",""
"instance","n-s","ns","","1051",""
"vain","v-a-n","van","","1052",""
"sufficient","s2-u-f","suf","","1054",""
"happiness","^-h-\-a-p-e2-n-e-s","hapenes","","1055",""
"journey","j-e2-n-e","jene","","1056",""
"dress","d-r-e-s","dres","","1058",""
"ourselves","r-ss","rss","","1059",""
"conduct","k-d-u-k","kduk","","1060",""
"lead","l-e-d","led","","1062",""
"lying","l-i-\-h","lig","","1064",""
"grave","g-r-a-v","grav","","1065",""
"possession","p-o-ss","poss","","1066",""
"legal","l-e-g","leg","","1067",""
"queen","k-w-e-n","qwen","","1068",""
"lower","l-o-r","lor","","1069",""
"caused","k-s2-/-t","kst","","1070",""
"special","s-p","sp","","1071",""
"cases","k-a-ss","kass","","1072",""
"stop","s2-t-p","stp","","1073",""
"nation","n-a-sh","naz","","1074",""
"warm","u-o-m","uom","","1075",""
"degree","d-e-g","deg","","1076",""
"memory","mn-r-e","mnre","","1078",""
"shown","sh-o-n","zon","","1079",""
"promise","p-r-m-e-s","prmes","","1080",""
"situation","s2-e-t-n","setn","","1081",""
"names","n-a2-s","nas","","1082",""
"foreign","f-n","fn","","1084",""
"members","mn-br-s","mnbrs","","1088",""
"vast","v-a-s2-t","vast","","1089",""
"escape","e-s2-k-p","eskp","","1090",""
"sake","s2-a-k","sak","","1091",""
"loss","l-o-s","los","","1092",""
"complete","kp","kp","","1094",""
"shot","sh-o-t","zot","","1096",""
"difficulty","df-k","dfk","","1097",""
"courage","k-r-j","krj","","1099",""
"forced","f-s22-t","fst","","1100",""
"ordinary","o-tn","otn","","1101",""
"mighty","m-a-t-e","mate","","1102",""
"fallen","f-o-n","fon","","1103",""
"native","n-a-df","nadf","","1104",""
"board","b-o-d","bod","","1107",""
"serious","s-e-r-s","sers","","1108",""
"spread","s-p-r-e-d","spred","","1109",""
"marked","m-a-r-k-t","markt","","1112",""
"spot","s-p-o-t","spot","","1113",""
"colonel","k-r-n-l","krnl","","1114",""
"wonderful","u-u-n-f","uunf","","1116",""
"prevent","p-r-e-v-nt","prevnt","","1118",""
"expect","e-s-p","xp","","1119",""
"camp","k-a-m-p","kamp","","1120",""
"move","m-u","mu","","1121",""
"winter","u-e-nt-r","uentr","","1122",""
"excellent","e-s2-l","xl","","1123",""
"America","a-m","am","","1125",""
"tax","t-a-x","tax","","1127",""
"consider","k-s","ks","","1128",""
"car","k-r","kr","","1130",""
"distribution","d-s-/-b-sh","dsbz","","1131",""
"example","e-s2-a-m-p","xamp","","1132",""
"silver","s-e-l-v","selv","","1133",""
"glass","g-l-a-s","glas","","1134",""
"share","sh-a2","za","","1135",""
"century","s2-e-nt-r-e","sentre","","1136",""
"forms","f-m-s","fms","","1138",""
"class","k-l-a-s","klas","","1139",""
"start","s2-t-a2-t","stat","","1140",""
"train","t-r-a-n","tran","","1142",""
"mentioned","mn-sh-d","mnzd","","1143",""
"minute","mn-e-t","mnet","","1144",""
"lot","l-o-t","lot","","1145",""
"enter","^-n","n","","1147",""
"particularly","p-a-t-e","pate","","1151",""
"greatly","g-r-e","gre","","1152",""
"method","m-e-th-d","mehd","","1153",""
"finally","f-i-n-ye","finye","","1154",""
"curious","k-e-u","ku","","1155",""
"opposite","o-p-o-s","opos","","1156",""
"prove","p-r-v","prv","","1157",""
"pure","p-e-u","pu","","1159",""
"floor","fl-r","flr","","1160",""
"promised","p-r-m-e-s2-t","prmest","","1161",""
"existence","e-ss","xs","","1162",""
"worse","u-u-s","uus","","1164",""
"refund","r-f-nt","rfnt","","1165",""
"affairs","a-f-a-r-s","afars","","1166",""
"sorry","s2-o-r-e","sore","","1167",""
"servant","s2-e-v-nt","sevnt","","1168",""
"safe","s2-a-f","saf","","1170",""
"anxious","a-nk","ank","","1172",""
"doctor","d-r","dr","","1173",""
"thrown","th-r-o-n","hron","","1174",""
"extent","e-s2-tn-t","xtnt","","1175",""
"narrow","n-a-r-o","naro","","1176",""
"breath","br-e-th","breh","","1178",""
"similar","s2-e-m-e-l","semel","","1180",""
"surprise","s-e-p-r-i-s","sepris","","1181",""
"obtain","o-b-tn","obtn","","1183",""
"March","m-a-ch","mac","","1184",""
"dog","d-o-g","dog","","1185",""
"iron","i-r-n","irn","","1186",""
"gentlemen","jnt","jnt","","1187",""
"marry","m-a-r-e","mare","","1188",""
"crowd","k-r-a-u","krw","","1189",""
"sought","s2-ot","sot","","1190",""
"rule","r-l","rl","","1193",""
"page","p-a-j","paj","","1195",""
"accept","a-k-s2","aks","","1196",""
"shore","sh-o-r","zor","","1199",""
"drink","d-r-e-nk","drenk","","1201",""
"officer","o-s-r","osr","","1202",""
"judge","j-j","jj","","1203",""
"serve","s2-e-v","sev","","1204",""
"attack","a-t-a-k","atak","","1205",""
"movement","m-u-m","mum","","1206",""
"million","m-e-l-n","meln","","1209",""
"glance","g-l-a-n-s","glans","","1210",""
"laugh","l-a-f","laf","","1211",""
"trade","t-r-a","tra","","1212",""
"lose","l-u-s","lus","","1213",""
"search","s2-e-ch","sec","","1214",""
"talked","t-o-k-t","tokt","","1215",""
"broad","br-o-d","brod","","1216",""
"grace","g-r-a-s","gras","","1217",""
"distant","d-s2-tn-t","dstnt","","1218",""
"sign","s2-i-n","sin","","1219",""
"highest","^-h-\-i-s","his","","1221",""
"advantage","a-v","av","","1222",""
"one's","u-n-s","uns","","1224",""
"difference","df","df","","1225",""
"clearly","k-l-e-e","klee","","1226",""
"honest","o-n-e-s","ones","","1227",""
"freely","fr-e-e","free","","1228",""
"Jesus","j-e-ss","jess","","1229",""
"royal","r-o-e-l","ryl","","1230",""
"July","j-u","ju","","1231",""
"seat","s2-e-t","set","","1235",""
"heads","^-h-\-e-d-s","heds","","1236",""
"illustration","e-l-u-s","elus","","1237",""
"path","p-a-th","pah","","1238",""
"proud","p-r-a-u","prw","","1239",""
"posted","p-o-s2-td","postd","","1240",""
"finished","f-e-n-sh-t","fenzt","","1241",""
"space","s-p-a-s","spas","","1242",""
"request","r-k-e-s","rkes","","1243",""
"fully","f-u","fu","","1244",""
"sad","s2-a-d","sad","","1245",""
"quick","k-w-e-k","qwek","","1246",""
"evidence","e-v-tn","evtn","","1248",""
"fancy","f-a-n-s-e","fanse","","1251",""
"choose","ch-u-s","cus","","1252",""
"dry","d-r-i","dri","","1255",""
"taste","t-a-s2-t","tast","","1256",""
"confidence","k-f","kf","","1258",""
"amount","a-mn-t","amnt","","1259",""
"health","^-h-\-e-l-th","helh","","1260",""
"liberty","l-e-b","leb","","1261",""
"feelings","f-e-l-/-s2","fels","","1262",""
"wine","u-i-n","uin","","1263",""
"lies","l-i-s","lis","","1265",""
"shut","sh-u-t","zut","","1266",""
"ships","sh-s","zs","","1267",""
"settled","s2-e-t-ld","setld","","1268",""
"report","r-p-r","rpr","","1269",""
"June","j-n","jn","","1272",""
"secure","s2-e-k-r","sekr","","1273",""
"permitted","p-r-m-e-td","prmetd","","1274",""
"daily","d-a-e","dae","","1277",""
"seek","s2-e-k","sek","","1278",""
"obtained","o-b-tn-d","obtnd","","1279",""
"national","n-a-sh-l","nazl","","1282",""
"tall","t-o-l","tol","","1283",""
"principal","p-r","pr","","1284",""
"portion","p-o-r-sh","porz","","1286",""
"add","a-d","ad","","1290",""
"measure","m-e-sh-u","mezu","","1291",""
"glory","g-l-o","glo","","1292",""
"dare","d-a2","da","","1294",""
"importance","m-p","mp","","1296",""
"peculiar","p-k-e-u","pku","","1298",""
"brave","br-a-v","brav","","1300",""
"honor","o-n-e2","one","","1302",""
"dream","d-r-e-m","drem","","1303",""
"hung","^-h-\-u-ng","hug","","1304",""
"mountain","mn-tn","mntn","","1306",""
"license","l-i-s2-n-s","lisns","","1307",""
"gentle","jnt-l","jntl","","1308",""
"ears","e-r-s","ers","","1310",""
"weeks","e-k-s","eks","","1311",""
"sick","s2-e-k","sek","","1312",""
"president","p-r-e-s2-tn","prestn","","1313",""
"thick","th-e-k","hek","","1314",""
"progress","p-r-g","prg","","1315",""
"darkness","d-a-r-k-n-e-s","darknes","","1316",""
"claim","k-l-a","kla","","1317",""
"pieces","p-e-ss","pess","","1318",""
"game","g-a-m","gam","","1319",""
"aid","a-d","ad","","1320",""
"check","ch-e-k","cek","","1321",""
"immediate","e-m-e","eme","","1322",""
"succeeded","s2-u-k-td","suktd","","1324",""
"aside","a-s-i","asi","","1325",""
"file","f-i-l","fil","","1326",""
"contrary","k-/-r-e","kre","","1327",""
"fond","f-o-nt","font","","1328",""
"reply","r-e-p","rep","","1329",""
"draw","d-r-o","dro","","1331",""
"holy","^-h-\-o-l-e","hole","","1332",""
"throughout","th-r-a-u-t","hrwt","","1334",""
"bottom","b-o-tm","botm","","1335",""
"grow","g-r-o","gro","","1338",""
"animal","a-n-e-m","anem","","1340",""
"touched","t-ch-t","tct","","1342",""
"false","f-o-s","fos","","1343",""
"expense","e-^-s2","es","","1344",""
"section","s2-e-k-sh","sekz","","1346",""
"numerous","n-e-u-m","num","","1348",""
"sides","s2-i-d-s","sids","","1349",""
"creature","k-r-e-t-r","kretr","","1353",""
"hill","^-h-\-e-l","hel","","1354",""
"altogether","o-t-u","otu","","1355",""
"Washington","u-o-sh","uoz","","1356",""
"famous","f-a-m-u-s","famus","","1357",""
"equally","e-k-l-e","ekle","","1358",""
"otherwise","u-th-i","uhi","","1360",""
"cross","k-r-o-s","kros","","1362",""
"active","a-k-v","akv","","1363",""
"sharp","sh-a-r-p","zarp","","1364",""
"bank","b-a-nk","bank","","1365",""
"surely","sh-u","zu","","1366",""
"advance","v-a-n-s","vans","","1368",""
"capital","k-p-t","kpt","","1369",""
"desired","d-s-/-t","dst","","1373",""
"seized","s-e-s2-d","sesd","","1376",""
"contact","k-t-a-k","ktak","","1377",""
"hills","^-h-\-e-l-s","hels","","1380",""
"necessity","n-e-ss2-t","nesst","","1381",""
"powerful","p-a-u-f","pwf","","1382",""
"naturally","n-a-t-r-ye","natrye","","1383",""
"taught","t-o-t","tot","","1384",""
"golden","g-o-ld-n","goldn","","1387",""
"entire","nt-i","nti","","1388",""
"intellectual","n-/-e-k","nek","","1390",""
"anyone","n-e-u-n","nun","","1393",""
"kill","k-e-l","kel","","1394",""
"bread","br-e-d","bred","","1396",""
"presently","p-r-e","pre","","1398",""
"thin","th-e-n","hen","","1399",""
"failed","f-a-ld","fald","","1400",""
"fate","f-a-t","fat","","1402",""
"phrase","fr-a-s","fras","","1403",""
"November","n-v","nv","","1406",""
"waited","u-a-td","uatd","","1408",""
"coast","k-o-s2-t","kost","","1410",""
"hall","^-h-\-o-l","hol","","1411",""
"popular","p-o-p","pop","","1413",""
"aware","a-r","ar","","1414",""
"gathered","g-a-th-/-t","gaht","","1418",""
"slight","s-l-i","sli","","1419",""
"group","g-r-u-p","grup","","1420",""
"remarkable","r-m-b","rmb","","1422",""
"remains","r-e-mn-s","remns","","1423",""
"neck","n-e-k","nek","","1424",""
"faces","f-a-ss","fass","","1425",""
"forest","f-o-r-e-s","fores","","1426",""
"encore","a-n-k-o-r","ankor","","1427",""
"rock","r-o-k","rok","","1428",""
"bore","b-o-r","bor","","1430",""
"grown","g-r-o-n","gron","","1431",""
"published","p-b-/-t","pbt","","1432",""
"midst","m-e-d-s","meds","","1434",""
"divine","df-i-n","dfin","","1435",""
"tells","t-ye2","tye","","1438",""
"papers","p-a-p-r-s","paprs","","1439",""
"carriage","k-r-j","krj","","1440",""
"joined","j-o-e-nt","jynt","","1441",""
"population","p-o-p-/-u-sh","popuz","","1443",""
"direct","d-r-k","drk","","1444",""
"wealth","l-th","lh","","1445",""
"comfort","k-f-t","kft","","1446",""
"list","l-s","ls","","1447",""
"blow","bl-o","blo","","1448",""
"tender","tn-d-e2","tnde","","1449",""
"stranger","s2-t-j-e2","stje","","1450",""
"December","d-e-s","des","","1452",""
"handsome","^-h-\-a-n-s2-m","hansm","","1453",""
"worked","r-k-t","rkt","","1454",""
"prepare","p-r-e-p","prep","","1455",""
"sacred","s2-a-k-r-e-d","sakred","","1456",""
"ain't","a-nt","ant","","1457",""
"liked","l-a-/-t","lat","","1458",""
"noticed","n-e-s2-t","nest","","1459",""
"actually","a-k-t-l-e","aktle","","1460",""
"yellow","e-l-o","elo","","1461",""
"surface","s2-e-f-a-s","sefas","","1462",""
"consequence","k-s2-e-k","ksek","","1463",""
"pity","p-t-e","pte","","1464",""
"throw","th-r-o","hro","","1465",""
"January","j-a-n","jan","","1466",""
"habit","^-h-\-a-b-t","habt","","1467",""
"weak","e-k","ek","","1469",""
"congress","k-g","kg","","1471",""
"distinguished","d-s2-t-/-t","dstt","","1472",""
"pray","p-r-a","pra","","1474",""
"freedom","fr-e-tm","fretm","","1476",""
"stage","s2-t-a-j","staj","","1477",""
"angry","a-ng-r-e","angre","","1478",""
"brown","br-n","brn","","1479",""
"rain","r-a-n","ran","","1481",""
"express","e-s-p-r","xpr","","1482",""
"principle","p-r-e-n","pren","","1483",""
"owner","o-n-e2","one","","1485",""
"tired","t-i2-d","tid","","1486",""
"poet","p-o-e-t","pyt","","1487",""
"practice","p-r-k-t","prkt","","1488",""
"familiar","f-a-m-e-l","famel","","1489",""
"reader","r-e2-d-e2","rede","","1490",""
"delight","d-l-i","dli","","1491",""
"weather","u-e-th","ueh","","1493",""
"fish","f-e-sh","fez","","1494",""
"approach","a-p-r-ch","aprc","","1497",""
"weight","u-a-t","uat","","1498",""
"truly","t-r-u-e","true","","1499",""
"material","m-a-t-e-r","mater","","1500",""
"fingers","f-e-ng-ye2","fengye","","1503",""
"suggested","s2-u-j-/-t","sujt","","1506",""
"rode","r-o-d","rod","","1507",""
"total","t-o-t","tot","","1508",""
"grass","g-r-a-s","gras","","1509",""
"resolved","r-s2-o-l-v-d","rsolvd","","1511",""
"quarter","k-t-r","qtr","","1514",""
"rights","r-i-s","ris","","1515",""
"style","s2-t-i2","sti","","1516",""
"regular","r-e-g","reg","","1517",""
"dangerous","tn-j-u-s","tnjus","","1518",""
"song","s2-o-ng","sog","","1519",""
"saved","s2-a-v-d","savd","","1520",""
"education","e-d-u","edu","","1521",""
"shadow","sh-a-d-o","zado","","1522",""
"wholly","^-h-\-o-l-e","hole","","1523",""
"contain","k-tn","ktn","","1524",""
"drive","d-r-i-v","driv","","1525",""
"virtue","v-e2-t-u","vetu","","1526",""
"fashion","f-a-sh","faz","","1527",""
"driven","d-r-e-v-n","drevn","","1528",""
"follows","f-o-s","fos","","1530",""
"gate","g-a-t","gat","","1532",""
"dressed","d-r-e-s2-t","drest","","1533",""
"sentence","s2-e-n-tn-s","sentns","","1534",""
"twice","t-w-i-s","twis","","1535",""
"wore","u-o-r","uor","","1536",""
"extraordinary","e-s-/-o-tn","xotn","","1537",""
"guard","g-a2-d","gad","","1538",""
"hearing","^-h-\-e-r-\-h","herg","","1539",""
"beat","b-e-t","bet","","1540",""
"August","o-g","og","","1542",""
"burst","br-s2-t","brst","","1543",""
"calm","k-a-m","kam","","1544",""
"forces","f-s2s","fss","","1545",""
"mass","m-a-s","mas","","1548",""
"price","p-r-i-s","pris","","1549",""
"science","s2-a-n-s","sans","","1551",""
"treated","t-r-e-td","tretd","","1553",""
"thank","th-^->-\-h","hg","","1555",""
"discover","d-s2-k-v","dskv","","1556",""
"stands","s2-tn-s","stns","","1558",""
"based","b-a-s2-t","bast","","1559",""
"April","a-p-r","apr","","1560",""
"explained","e-s-pl-/-t","xplt","","1561",""
"heat","^-h-\-e-t","het","","1563",""
"ear","e-r","er","","1564",""
"address","a-d-r","adr","","1565",""
"previous","p-r-e-v-s2","prevs","","1566",""
"genius","j-e-n-u-s","jenus","","1567",""
"constant","k-s2-tn","kstn","","1568",""
"imagine","e-m-a-j","emaj","","1570",""
"guess","g-e-s","ges","","1571",""
"chose","ch-o-s","cos","","1572",""
"impression","m-p-r-e-sh","mprez","","1575",""
"uncle","u-nk-l","unkl","","1576",""
"valley","v-a-l-e","vale","","1577",""
"snow","s2-n-o","sno","","1578",""
"unknown","u-n-o-n","unon","","1579",""
"printed","p-r-e-nt-d","prentd","","1580",""
"statement","s2-t-m","stm","","1581",""
"comply","k-pl-i","kpli","","1582",""
"machine","m-a-sh-n","mazn","","1583",""
"lovely","l-v-e","lve","","1585",""
"suffer","s2-u-f","suf","","1587",""
"farther","f-a-th2","fah","","1588",""
"interests","n-/-s-s","nss","","1591",""
"rank","r-a-nk","rank","","1593",""
"arrival","a-r-i","ari","","1596",""
"needed","n-e-td","netd","","1597",""
"tongue","t-ng","tg","","1598",""
"final","f-i-n-l","finl","","1602",""
"larger","l-a-j-e2","laje","","1604",""
"edge","e-j","ej","","1605",""
"loud","l-a-u","lw","","1607",""
"capable","k-a-p","kap","","1608",""
