"conduct","k-d-u-k","","","1124",""
"lead","l-e-d","","","1126",""
"lying","l-i-\-h","","","1128",""
"grave","g-r-a-v","","","1129",""
"possession","p-o-ss","","","1130",""
"legal","l-e-g","","","1131",""
"queen","k-w-e-n","","","1132",""
"lower","l-o-r","","","1133",""
"caused","k-s2-/-t","","","1134",""
"special","s-p","","","1135",""
"cases","k-a-ss","","","1136",""
"stop","s2-t-p","","","1137",""
"nation","n-a-sh","","","1138",""
"warm","u-o-m","","","1140",""
"degree","d-e-g","","","1141",""
"memory","mn-r-e","","","1143",""
"shown","sh-o-n","","","1144",""
"promise","p-r-m-e-s","","","1145",""
"situation","s2-e-t-n","","","1147",""
"names","n-a2-s","","","1148",""
"foreign","f-n","","","1150",""
"members","mn-b-r-s","","","1154",""
"vast","v-a-s2-t","","","1155",""
"ma","m-a","","","1156",""
"escape","e-s2-k-p","","","1157",""
"sake","s2-a-k","","","1158",""
"loss","l-o-s","","","1159",""
"complete","kp","","","1162",""
"shot","sh-o-t","","","1165",""
"difficulty","df-k","","","1166",""
"courage","k-r-j","","","1168",""
"forced","f-s22-t","","","1169",""
"ordinary","o-tn","","","1170",""
"mighty","m-a-t-e","","","1171",""
"fallen","f-o-n","","","1172",""
"native","n-a-df","","","1173",""
"board","b-o-d","","","1176",""
"serious","s-e-r-s","","","1177",""
"spread","s-p-r-e-d","","","1178",""
"marked","m-a-r-k-t","","","1181",""
"spot","s-p-o-t","","","1182",""
"colonel","k-r-n-l","","","1183",""
"wonderful","u-u-n-f","","","1185",""
"prevent","p-r-e-v-nt","","","1187",""
"expect","e-s-p","","","1188",""
"camp","k-a-m-p","","","1189",""
"move","m-u","","","1191",""
"winter","u-e-nt-r","","","1192",""
"excellent","e-s2-l","","","1193",""
"America","a-m","","","1195",""
"tax","t-a-x","","","1197",""
"consider","k-s","","","1198",""
"car","k-r","","","1200",""
"distribution","d-s-/-b-sh","","","1202",""
"example","e-s2-a-m-p","","","1203",""
"silver","s-e-l-v","","","1204",""
"glass","g-l-a-s","","","1205",""
"share","sh-a2","","","1206",""
"century","s2-e-nt-r-e","","","1207",""
"forms","f-m-s","","","1209",""
"class","k-l-a-s","","","1210",""
"start","s2-t-a2-t","","","1211",""
"train","t-r-a-n","","","1213",""
"mentioned","mn-sh-d","","","1214",""
"minute","mn-e-t","","","1215",""
"lot","l-o-t","","","1216",""
"enter","^-n","","","1218",""
"particularly","p-a-t-e","","","1222",""
"greatly","g-r-e","","","1223",""
"method","m-e-th-d","","","1224",""
"finally","f-i-n-ye","","","1225",""
"curious","k-e-u","","","1226",""
"opposite","o-p-o-s","","","1227",""
"prove","p-r-v","","","1228",""
"pure","p-e-u","","","1230",""
"floor","f-l-r","","","1231",""
"promised","p-r-m-e-s2-t","","","1232",""
"existence","e-ss","","","1233",""
"worse","u-u-s","","","1236",""
"refund","r-f-nt","","","1237",""
"affairs","a-f-a-r-s","","","1238",""
"sorry","s2-o-r-e","","","1239",""
"servant","s2-e-v-nt","","","1240",""
"safe","s2-a-f","","","1242",""
"anxious","a-nk","","","1244",""
"doctor","d-r","","","1245",""
"thrown","th-r-o-n","","","1246",""
"extent","e-s2-tn-t","","","1247",""
"narrow","n-a-r-o","","","1248",""
"breath","b-r-e-th","","","1250",""
"similar","s2-e-m-e-l","","","1252",""
"surprise","s-e-p-r-i-s","","","1253",""
"obtain","o-b-tn","","","1255",""
"March","m-a-ch","","","1256",""
"dog","d-o-g","","","1257",""
"iron","i-r-n","","","1258",""
"gentlemen","jnt","","","1259",""
"marry","m-a-r-e","","","1260",""
"crowd","k-r-a-u","","","1261",""
"sought","s2-ot","","","1262",""
"rule","r-l","","","1265",""
"page","p-a-j","","","1267",""
"accept","a-k-s2","","","1268",""
"shore","sh-o-r","","","1271",""
"drink","d-r-e-nk","","","1273",""
"officer","o-s-r","","","1274",""
"judge","j-j","","","1275",""
"serve","s2-e-v","","","1276",""
"attack","a-t-a-k","","","1277",""
"movement","m-u-m","","","1278",""
"million","m-e-l-n","","","1281",""
"glance","g-l-a-n-s","","","1282",""
"laugh","l-a-f","","","1283",""
"trade","t-r-a","","","1284",""
"lose","l-u-s","","","1285",""
"search","s2-e-ch","","","1286",""
"talked","t-o-k-t","","","1287",""
"broad","b-r-o-d","","","1288",""
"grace","g-r-a-s","","","1289",""
"distant","d-s2-tn-t","","","1290",""
"sign","s2-i-n","","","1291",""
"highest","^-h-\-i-s","","","1293",""
"advantage","a-v","","","1294",""
"one's","u-n-s","","","1296",""
"difference","df","","","1297",""
"clearly","k-l-e-e","","","1298",""
"honest","o-n-e-s","","","1299",""
"freely","f-r-e-e","","","1300",""
"Jesus","j-e-ss","","","1301",""
"royal","r-o-e-l","","","1302",""
"July","j-u","","","1303",""
"seat","s2-e-t","","","1307",""
"heads","^-h-\-e-d-s","","","1308",""
"illustration","e-l-u-s","","","1309",""
"path","p-a-th","","","1310",""
"proud","p-r-a-u","","","1311",""
"posted","p-o-s2-td","","","1312",""
"finished","f-e-n-sh-t","","","1313",""
"space","s-p-a-s","","","1314",""
"request","r-k-e-s","","","1315",""
"fully","f-u","","","1316",""
"sad","s2-a-d","","","1317",""
"quick","k-w-e-k","","","1318",""
"evidence","e-v-tn","","","1320",""
"fancy","f-a-n-s-e","","","1324",""
"choose","ch-u-s","","","1325",""
"dry","d-r-i","","","1328",""
"taste","t-a-s2-t","","","1329",""
"confidence","k-f","","","1331",""
"amount","a-mn-t","","","1332",""
"health","^-h-\-e-l-th","","","1333",""
"liberty","l-e-b","","","1334",""
"feelings","f-e-l-/-s2","","","1335",""
"wine","u-i-n","","","1336",""
"lies","l-i-s","","","1338",""
"shut","sh-u-t","","","1340",""
"ships","sh-s","","","1341",""
"settled","s2-e-t-ld","","","1342",""
"report","r-p-r","","","1343",""
"June","j-n","","","1346",""
"secure","s2-e-k-r","","","1347",""
"permitted","p-r-m-e-td","","","1348",""
"daily","d-a-e","","","1351",""
"seek","s2-e-k","","","1352",""
"obtained","o-b-tn-d","","","1353",""
"national","n-a-sh-l","","","1356",""
"tall","t-o-l","","","1357",""
"principal","p-r","","","1358",""
"portion","p-o-r-sh","","","1360",""
"add","a-d","","","1364",""
"measure","m-e-sh-u","","","1365",""
"glory","g-l-o","","","1366",""
"dare","d-a2","","","1368",""
"importance","m-p","","","1370",""
"peculiar","p-k-e-u","","","1372",""
"brave","b-r-a-v","","","1374",""
"honor","o-n-e2","","","1376",""
"dream","d-r-e-m","","","1377",""
"hung","^-h-\-u-ng","","","1378",""
"mountain","mn-tn","","","1380",""
"license","l-i-s2-n-s","","","1381",""
"gentle","jnt-l","","","1382",""
"ears","e-r-s","","","1384",""
"weeks","e-k-s","","","1385",""
"sick","s2-e-k","","","1386",""
"president","p-r-e-s2-tn","","","1387",""
"thick","th-e-k","","","1388",""
"progress","p-r-g","","","1389",""
"darkness","d-a-r-k-n-e-s","","","1390",""
"claim","k-l-a","","","1391",""
"pieces","p-e-ss","","","1392",""
"game","g-a-m","","","1394",""
"aid","a-d","","","1395",""
"check","ch-e-k","","","1396",""
"immediate","e-m-e","","","1397",""
"succeeded","s2-u-k-td","","","1399",""
"aside","a-s-i","","","1400",""
"file","f-i-l","","","1401",""
"contrary","k-/-r-e","","","1402",""
"fond","f-o-nt","","","1403",""
"reply","r-e-p","","","1404",""
"draw","d-r-o","","","1406",""
"holy","^-h-\-o-l-e","","","1408",""
"throughout","th-r-a-u-t","","","1410",""
"bottom","b-o-tm","","","1411",""
"grow","g-r-o","","","1414",""
"animal","a-n-e-m","","","1416",""
"touched","t-ch-t","","","1418",""
"false","f-o-s","","","1419",""
"expense","e-^-s2","","","1420",""
"section","s2-e-k-sh","","","1422",""
"numerous","n-e-u-m","","","1424",""
"sides","s2-i-d-s","","","1425",""
"creature","k-r-e-t-r","","","1429",""
"hill","^-h-\-e-l","","","1430",""
"altogether","o-t-u","","","1431",""
"Washington","u-o-sh","","","1432",""
"famous","f-a-m-u-s","","","1433",""
"equally","e-k-l-e","","","1434",""
"otherwise","u-th-i","","","1436",""
"cross","k-r-o-s","","","1438",""
"active","a-k-v","","","1439",""
"sharp","sh-a-r-p","","","1440",""
"bank","b-a-nk","","","1441",""
"surely","sh-u","","","1442",""
"advance","v-a-n-s","","","1445",""
"capital","k-p-t","","","1446",""
"desired","d-s-/-t","","","1450",""
"seized","s-e-s2-d","","","1453",""
"contact","k-t-a-k","","","1454",""
"hills","^-h-\-e-l-s","","","1457",""
"necessity","n-e-ss2-t","","","1458",""
"powerful","p-a-u-f","","","1459",""
"naturally","n-a-t-r-ye","","","1460",""
"taught","t-o-t","","","1461",""
"golden","g-o-ld-n","","","1464",""
"entire","nt-i","","","1465",""
"intellectual","n-/-e-k","","","1467",""
"anyone","n-e-u-n","","","1470",""
"kill","k-e-l","","","1471",""
"bread","b-r-e-d","","","1473",""
"presently","p-r-e","","","1475",""
"thin","th-e-n","","","1476",""
"failed","f-a-ld","","","1477",""
"fate","f-a-t","","","1479",""
"phrase","f-r-a-s","","","1480",""
"November","n-v","","","1484",""
"waited","u-a-td","","","1486",""
"coast","k-o-s2-t","","","1488",""
"hall","^-h-\-o-l","","","1489",""
"popular","p-o-p","","","1491",""
"aware","a-r","","","1492",""
"gathered","g-a-th-/-t","","","1497",""
"slight","s-l-i","","","1498",""
"group","g-r-u-p","","","1499",""
"remarkable","r-m-b","","","1502",""
"remains","r-e-mn-s","","","1503",""
"neck","n-e-k","","","1504",""
"faces","f-a-ss","","","1505",""
"forest","f-o-r-e-s","","","1506",""
"encore","a-n-k-o-r","","","1508",""
"rock","r-o-k","","","1509",""
"bore","b-o-r","","","1511",""
"grown","g-r-o-n","","","1512",""
"published","p-b-/-t","","","1513",""
"midst","m-e-d-s","","","1515",""
"divine","df-i-n","","","1516",""
"tells","t-ye2","","","1519",""
"papers","p-a-p-r-s","","","1520",""
"carriage","k-r-j","","","1521",""
"joined","j-o-e-nt","","","1522",""
"population","p-o-p-/-u-sh","","","1525",""
"direct","d-r-k","","","1526",""
"wealth","l-th","","","1527",""
"comfort","k-f-t","","","1528",""
"list","l-s","","","1529",""
"blow","b-l-o","","","1530",""
"tender","tn-d-e2","","","1531",""
"stranger","s2-t-j-e2","","","1532",""
"December","d-e-s","","","1534",""
"handsome","^-h-\-a-n-s2-m","","","1535",""
"worked","r-k-t","","","1536",""
"prepare","p-r-e-p","","","1537",""
"sacred","s2-a-k-r-e-d","","","1538",""
"ain't","a-nt","","","1539",""
"liked","l-a-/-t","","","1540",""
"noticed","n-e-s2-t","","","1541",""
"actually","a-k-t-l-e","","","1542",""
"yellow","e-l-o","","","1543",""
"surface","s2-e-f-a-s","","","1544",""
"consequence","k-s2-e-k","","","1545",""
"pity","p-t-e","","","1546",""
"throw","th-r-o","","","1547",""
"January","j-a-n","","","1548",""
"habit","^-h-\-a-b-t","","","1549",""
"weak","e-k","","","1551",""
"congress","k-g","","","1553",""
"distinguished","d-s2-t-/-t","","","1554",""
"pray","p-r-a","","","1556",""
"freedom","f-r-e-tm","","","1558",""
"stage","s2-t-a-j","","","1559",""
"angry","a-ng-r-e","","","1561",""
"brown","b-r-n","","","1562",""
"rain","r-a-n","","","1564",""
"express","e-s-p-r","","","1565",""
"principle","p-r-e-n","","","1566",""
"owner","o-n-e2","","","1568",""
"tired","t-i2-d","","","1569",""
"poet","p-o-e-t","","","1570",""
"practice","p-r-k-t","","","1571",""
"familiar","f-a-m-e-l","","","1572",""
"reader","r-e2-d-e2","","","1573",""
"delight","d-l-i","","","1575",""
"weather","u-e-th","","","1577",""
"fish","f-e-sh","","","1578",""
"approach","a-p-r-ch","","","1582",""
"weight","u-a-t","","","1583",""
"truly","t-r-u-e","","","1584",""
"material","m-a-t-e-r","","","1585",""
"fingers","f-e-ng-ye2","","","1588",""
"suggested","s2-u-j-/-t","","","1591",""
"rode","r-o-d","","","1592",""
"total","t-o-t","","","1593",""
"grass","g-r-a-s","","","1594",""
"resolved","r-s2-o-l-v-d","","","1596",""
"quarter","k-t-r","","","1599",""
"rights","r-i-s","","","1600",""
"style","s2-t-i2","","","1601",""
"regular","r-e-g","","","1602",""
"dangerous","tn-j-u-s","","","1603",""
"song","s2-o-ng","","","1604",""
"saved","s2-a-v-d","","","1606",""
"education","e-d-u","","","1607",""
"shadow","sh-a-d-o","","","1608",""
"wholly","^-h-\-o-l-e","","","1609",""
"contain","k-tn","","","1610",""
"drive","d-r-i-v","","","1611",""
"virtue","v-e2-t-u","","","1612",""
"fashion","f-a-sh","","","1613",""
"driven","d-r-e-v-n","","","1614",""
"follows","f-o-s","","","1616",""
"gate","g-a-t","","","1618",""
"dressed","d-r-e-s2-t","","","1619",""
"sentence","s2-e-n-tn-s","","","1620",""
"twice","t-w-i-s","","","1621",""
"wore","u-o-r","","","1622",""
"extraordinary","e-s-/-o-tn","","","1623",""
"guard","g-a2-d","","","1624",""
"hearing","^-h-\-e-r-\-h","","","1625",""
"beat","b-e-t","","","1626",""
"August","o-g","","","1628",""
"burst","b-r-s2-t","","","1629",""
"calm","k-a-m","","","1630",""
"forces","f-s2s","","","1632",""
"mass","m-a-s","","","1635",""
"price","p-r-i-s","","","1637",""
"science","s2-a-n-s","","","1639",""
"treated","t-r-e-td","","","1641",""
"thank","th-^->-\-h","","","1643",""
"discover","d-s2-k-v","","","1644",""
"stands","s2-tn-s","","","1646",""
"based","b-a-s2-t","","","1648",""
"April","a-p-r","","","1649",""
"explained","e-s-p-l-/-t","","","1650",""
"heat","^-h-\-e-t","","","1652",""
"ear","e-r","","","1653",""
"address","a-d-r","","","1654",""
"previous","p-r-e-v-s2","","","1656",""
"genius","j-e-n-u-s","","","1657",""
"constant","k-s2-tn","","","1658",""
"imagine","e-m-a-j","","","1660",""
"guess","g-e-s","","","1661",""
"chose","ch-o-s","","","1662",""
"impression","m-p-r-e-sh","","","1666",""
"uncle","u-nk-l","","","1667",""
"valley","v-a-l-e","","","1668",""
"snow","s2-n-o","","","1669",""
"unknown","u-n-o-n","","","1671",""
"printed","p-r-e-nt-d","","","1672",""
"statement","s2-t-m","","","1673",""
"comply","k-p-l-i","","","1674",""
"machine","m-a-sh-n","","","1675",""
"lovely","l-v-e","","","1677",""
"suffer","s2-u-f","","","1679",""
"farther","f-a-th2","","","1680",""
"interests","n-/-s-s","","","1683",""
"rank","r-a-nk","","","1686",""
"arrival","a-r-i","","","1689",""
"needed","n-e-td","","","1690",""
"tongue","t-ng","","","1691",""
"final","f-i-n-l","","","1695",""
"larger","l-a-j-e2","","","1697",""
"edge","e-j","","","1698",""
"loud","l-a-u","","","1701",""
"capable","k-a-p","","","1702",""
"moon","m-u-n","","","1703",""
"mention","mn-sh","","","1704",""
"box","b-o-x","","","1705",""
"struggle","s2-t-r-g","","","1706",""
"season","s-e-s2-n","","","1708",""
"wounded","u-u-nt-d","","","1709",""
"double","d-b","","","1711",""
"drove","d-r-o-v","","","1713",""
"Spain","s-p-n","","","1718",""
"enemies","e-n-e-m-e-s","","","1719",""
"October","o-k-t","","","1720",""
"busy","b-e-s-e","","","1726",""
"title","t-i-t","","","1727",""
"series","s-e-r-e-s","","","1728",""
"admitted","a-m-e-td","","","1730",""
"countries","k-t-s","","","1731",""
"collection","k-o-l-sh","","","1732",""
"slaves","s-l-a-v-s2","","","1733",""
"mission","m-e-sh","","","1734",""
"size","s-i-s","","","1735",""
"possibly","p-o-s-e","","","1736",""
"duties","td-e-s","","","1737",""
"upper","u-p-r","","","1740",""
"companion","k-p-a-n-u-n","","","1744",""
"faithful","f-a-th2-f","","","1745",""
"minds","m-i-s","","","1746",""
"height","^-h-\-i-t","","","1747",""
"nice","n-i-s","","","1748",""
"destroy","d-s-/-o-e","","","1749",""
"separate","s-e-p-r","","","1750",""
"absence","a-b-s","","","1752",""
"parties","p-t-e-s","","","1756",""
"content","k-tn-t","","","1757",""
"noise","n-o-e-s","","","1758",""
"demand","tm-a-n","","","1759",""
"hoped","^-h-\-o-p-t","","","1761",""
"listen","l-e-s2-n","","","1762",""
"release","r-e-l-e-s","","","1763",""
"pair","p-a-r","","","1764",""
"buy","b-i","","","1768",""
"remove","r-e-m-u","","","1770",""
"sympathy","s2-e-m-th-e","","","1771",""
"sum","s2-m","","","1773",""
"slow","s-l-o","","","1776",""
"begun","b-g-n","","","1777",""
"hurt","^-h-\-e2-t","","","1778",""
"current","k-r-e-nt","","","1781",""
"wisdom","u-e-s2-tm","","","1782",""
"continue","k-tn-u","","","1783",""
"rapidly","r-a-p-d-e","","","1785",""
"amongst","m-ng-s","","","1786",""
"gained","g-a-nt","","","1787",""
"affection","a-f-k-sh","","","1788",""
"splendid","s-p-l-e-nt","","","1789",""
"advice","v-i-s","","","1790",""
"join","j-o-e-n","","","1791",""
"square","s2-k-w-a-r","","","1792",""
"bitter","b-e-t-e2","","","1794",""
"alive","a-l-a-v","","","1796",""
"addition","a-d-sh","","","1801",""
"task","t-a-s2-k","","","1803",""
"fool","f-u-l","","","1804",""
"kingdom","k-e-ng-tm","","","1805",""
"cruel","k-r-u-l","","","1806",""
"Sunday","s2-n","","","1807",""
"shape","sh-a-p","","","1808",""
"birth","b-e-r-th","","","1810",""
"policy","p-o-l","","","1811",""
"post","p-o-s2-t","","","1812",""
"credit","k-r-e","","","1813",""
"sold","s2-o-ld","","","1814",""
"superior","s-/-o-r","","","1815",""
"professor","p-r-f-e-s-r","","","1816",""
"relation","r-e-l-a-sh","","","1817",""
"yours","us","","","1818",""
"storm","s2-t-o-m","","","1819",""
"catch","k-a-ch","","","1820",""
"delicate","d-e-l-e-k","","","1821",""
"palace","p-a-l-a-s","","","1822",""
"won","u-n","","","1825",""
"loose","l-u-s","","","1828",""
"legs","l-e-g-s","","","1829",""
"soldier","s2-o-l-j-e2","","","1831",""
"empty","mt-e","","","1833",""
"imagination","e-m-a-j","","","1835",""
"practical","p-r-k","","","1838",""
"unable","n-b","","","1839",""
"quality","k-/-l","","","1840",""
"sorrow","s2-o-r-o","","","1841",""
"belief","b-e","","","1842",""
"civil","s2-v","","","1843",""
"bird","b-e2-d","","","1844",""
"dozen","d-u-s2-n","","","1846",""
"committed","k-m-e-td","","","1847",""
"station","s2-t-sh","","","1848",""
"nearer","n-e2-/-r","","","1849",""
"chosen","ch-o-s2-n","","","1850",""
"affair","a-f-a-r","","","1851",""
"explain","e-p-l","","","1852",""
"satisfaction","s2-a-t-sh","","","1853",""
"friendly","f-r","","","1855",""
"happen","^-h-\-a-p-n","","","1857",""
"admit","a-m-e-t","","","1858",""
"smoke","s2-m-o-k","","","1859",""
"consideration","k-s","","","1862",""
"brief","b-r-e-f","","","1864",""
"kindly","k-ia","","","1865",""
